estado,"a0=(0, 0, 0, 0)","a1=(0, 0, 0, 1)","a2=(0, 0, 0, 2)","a3=(0, 0, 1, 0)","a4=(0, 0, 1, 1)","a5=(0, 0, 1, 2)","a6=(0, 0, 2, 0)","a7=(0, 0, 2, 1)","a8=(0, 0, 2, 2)","a9=(0, 1, 0, 0)","a10=(0, 1, 0, 1)","a11=(0, 1, 0, 2)","a12=(0, 1, 1, 0)","a13=(0, 1, 1, 1)","a14=(0, 1, 1, 2)","a15=(0, 1, 2, 0)","a16=(0, 1, 2, 1)","a17=(0, 1, 2, 2)","a18=(0, 2, 0, 0)","a19=(0, 2, 0, 1)","a20=(0, 2, 0, 2)","a21=(0, 2, 1, 0)","a22=(0, 2, 1, 1)","a23=(0, 2, 1, 2)","a24=(0, 2, 2, 0)","a25=(0, 2, 2, 1)","a26=(0, 2, 2, 2)","a27=(1, 0, 0, 0)","a28=(1, 0, 0, 1)","a29=(1, 0, 0, 2)","a30=(1, 0, 1, 0)","a31=(1, 0, 1, 1)","a32=(1, 0, 1, 2)","a33=(1, 0, 2, 0)","a34=(1, 0, 2, 1)","a35=(1, 0, 2, 2)","a36=(1, 1, 0, 0)","a37=(1, 1, 0, 1)","a38=(1, 1, 0, 2)","a39=(1, 1, 1, 0)","a40=(1, 1, 1, 1)","a41=(1, 1, 1, 2)","a42=(1, 1, 2, 0)","a43=(1, 1, 2, 1)","a44=(1, 1, 2, 2)","a45=(1, 2, 0, 0)","a46=(1, 2, 0, 1)","a47=(1, 2, 0, 2)","a48=(1, 2, 1, 0)","a49=(1, 2, 1, 1)","a50=(1, 2, 1, 2)","a51=(1, 2, 2, 0)","a52=(1, 2, 2, 1)","a53=(1, 2, 2, 2)","a54=(2, 0, 0, 0)","a55=(2, 0, 0, 1)","a56=(2, 0, 0, 2)","a57=(2, 0, 1, 0)","a58=(2, 0, 1, 1)","a59=(2, 0, 1, 2)","a60=(2, 0, 2, 0)","a61=(2, 0, 2, 1)","a62=(2, 0, 2, 2)","a63=(2, 1, 0, 0)","a64=(2, 1, 0, 1)","a65=(2, 1, 0, 2)","a66=(2, 1, 1, 0)","a67=(2, 1, 1, 1)","a68=(2, 1, 1, 2)","a69=(2, 1, 2, 0)","a70=(2, 1, 2, 1)","a71=(2, 1, 2, 2)","a72=(2, 2, 0, 0)","a73=(2, 2, 0, 1)","a74=(2, 2, 0, 2)","a75=(2, 2, 1, 0)","a76=(2, 2, 1, 1)","a77=(2, 2, 1, 2)","a78=(2, 2, 2, 0)","a79=(2, 2, 2, 1)","a80=(2, 2, 2, 2)"
c=B dc=- h=B dh=0 L=B dL=- preo=A,0.0000,0.0000,0.0000,0.0000,0.0000,10.0241,3.4968,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.8741,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
c=B dc=- h=B dh=0 L=B dL=0 preo=B,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.2004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.0357,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.9632,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.3275,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,16.4926,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
c=B dc=- h=B dh=0 L=B dL=0 preo=M,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11.4528,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
c=B dc=- h=B dh=0 L=B dL=0 preo=A,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.7956,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1335,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
c=B dc=- h=B dh=0 L=B dL=+ preo=B,0.0000,0.0000,0.0000,0.0000,17.2009,0.0000,0.0000,7.5530,0.0000,0.0000,15.0031,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.1129,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.1319,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.0888,0.0000,0.0000,0.0000,0.0000,8.6874,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
c=B dc=- h=B dh=0 L=B dL=+ preo=M,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.0623,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
c=B dc=- h=B dh=0 L=B dL=+ preo=A,0.0000,0.0000,0.0000,0.0000,0.0000,8.1125,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.1645,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
c=B dc=- h=B dh=0 L=M dL=- preo=B,13.0632,7.2100,13.2208,6.8597,13.9672,11.0028,12.6397,10.4344,15.3693,12.9462,8.3239,7.0470,0.0000,7.8307,14.3512,8.1850,7.0058,11.9451,16.0248,8.8445,12.8166,9.1165,10.8431,15.4727,5.8111,15.4428,0.0000,12.0190,5.5115,0.0000,15.1131,12.3480,7.0713,6.7828,13.3455,12.8061,10.2623,11.5772,4.7163,12.3492,7.8042,10.1537,16.4495,12.8370,12.9481,10.8020,7.6580,12.5886,8.3369,3.7814,5.8146,16.2673,7.0606,12.6461,11.6273,7.1306,0.0000,12.4734,12.1384,11.4766,13.5284,10.6422,8.3461,8.6927,4.7885,15.2335,14.8315,11.3870,2.5511,12.1911,17.7526,10.8041,12.5368,9.0041,12.2924,12.5708,8.7419,15.4200,8.2898,0.0000,12.3966
c=B dc=- h=B dh=0 L=M dL=- preo=M,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.5808,0.0000,0.0000,0.0000,-0.2583,0.0000,7.1677,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.8721,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.1998,5.9189,0.0000,8.0592,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.3397,0.0000,0.0000,0.0000,0.0000,7.1668,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,15.0789,0.0000,8.2815,0.0000,0.0000,0.0000,3.5985,-0.0062,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
c=B dc=- h=B dh=0 L=M dL=- preo=A,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0429,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.0598,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
c=B dc=- h=B dh=0 L=M dL=0 preo=B,7.6961,11.4364,0.0000,8.3665,6.7550,7.4890,0.0000,0.0000,0.0000,13.3084,11.4269,0.0000,13.2769,7.5139,10.7431,7.1649,6.6550,6.6716,0.0000,0.0000,0.0000,0.0000,8.5880,7.3966,7.8633,0.0000,0.0000,6.7803,13.2636,6.4456,0.0000,6.5915,11.4679,17.0462,0.0000,0.0000,8.1387,0.0000,6.7241,0.0000,0.0000,12.0538,6.4546,0.0000,8.7550,11.5439,0.0000,8.6456,6.3489,0.0000,12.6468,0.0000,8.2385,6.7681,8.4801,7.4628,0.0000,0.0000,10.3721,7.2820,7.4913,0.0000,7.8121,11.3902,6.5621,11.4928,0.0000,7.5980,0.0000,7.7340,0.0000,0.0000,12.1789,0.0000,11.4014,0.0000,8.2556,10.3631,8.4741,0.0000,8.4120
c=B dc=- h=B dh=0 L=M dL=0 preo=M,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,15.1353,0.0000,0.0000,0.0000,7.7825,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.6550,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1147,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
c=B dc=- h=B dh=0 L=M dL=0 preo=A,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.7269,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
c=B dc=- h=B dh=0 L=M dL=+ preo=B,18.2866,17.5626,16.5749,17.9105,16.9730,15.6104,17.6101,16.7386,15.3765,17.6123,17.3538,15.6726,17.4537,16.7488,16.2800,16.9479,15.8850,16.0983,17.1967,16.6351,16.0143,17.0679,15.7851,17.7816,17.0975,16.4601,17.4364,16.0996,16.7992,16.5557,13.2606,16.8899,16.8774,17.4269,16.6488,16.8657,17.6879,17.1533,15.7454,17.0825,15.7703,17.5056,17.4486,16.4729,17.4953,17.3720,17.9433,17.7410,17.4909,17.3428,17.4248,17.7494,17.8182,17.1590,17.1501,17.2961,16.6950,17.1288,17.5426,17.1866,17.3875,16.0796,17.5446,17.1158,16.9657,16.6475,17.4599,17.5471,17.3648,17.9602,17.8925,17.2864,18.0269,17.4164,17.4585,17.9730,17.9397,17.2358,17.3103,17.6413,16.7805
c=B dc=- h=B dh=0 L=M dL=+ preo=M,0.0000,0.0000,0.0000,6.0217,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.4126,0.0000,7.6397,14.0648,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.4820,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.5218,0.0000,0.0000,0.0000,7.8650,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
c=B dc=- h=B dh=0 L=M dL=+ preo=A,4.2603,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.8843,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.3805,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.3076,0.0000
c=B dc=- h=B dh=0 L=A dL=- preo=B,18.0689,10.6266,7.9896,17.6699,15.9625,14.1543,15.3820,15.6521,13.4193,15.5056,11.7314,15.6266,14.1820,15.1209,11.5249,13.9015,13.4829,14.0535,0.0000,13.0580,13.7567,14.6674,14.3152,14.9712,15.2138,14.7252,14.5958,11.3999,16.5277,14.7460,14.7323,15.4547,15.6345,13.9493,6.4776,14.6951,15.5321,16.4176,7.5143,7.6447,13.3233,14.5678,14.0677,16.6234,14.4363,10.3617,15.7556,15.1977,15.5626,13.7241,12.1768,15.3588,14.6380,14.9249,15.9274,13.5590,14.2294,16.4049,15.4740,13.7596,14.5917,15.5793,14.7893,15.4778,16.8662,15.7979,16.2520,11.8234,7.8760,10.9300,16.2936,14.8817,16.5175,16.7038,15.3581,14.6514,12.4843,16.5198,12.4129,13.2850,14.4918
c=B dc=- h=B dh=0 L=A dL=- preo=M,0.0000,0.0000,0.0000,0.0000,0.0000,5.7290,0.0000,0.0000,6.5435,0.0000,0.0000,14.3173,0.0000,0.0000,0.0000,3.8212,0.0000,0.0000,6.0400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.7236,6.6548,7.8907,0.0000,0.0000,0.0000,6.7227,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.7792,0.0000,0.0000,6.3321,0.0000,0.0000,5.9928,0.0000,0.0000,0.0000,6.3008,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
c=B dc=- h=B dh=0 L=A dL=- preo=A,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.7949,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
c=B dc=- h=B dh=0 L=A dL=0 preo=B,18.2585,17.5794,16.8939,17.9999,15.9162,16.2961,17.1207,16.4597,15.5003,17.8640,16.8924,15.9562,17.1040,16.5659,15.5753,16.6769,16.2821,16.4897,16.6574,16.6087,17.0227,16.8574,16.3671,17.3417,16.9401,17.6162,16.5785,17.4635,16.6840,16.1343,17.0642,16.5332,15.9235,17.2115,16.4108,17.0970,17.0745,16.4547,16.0458,16.7540,16.6958,16.3437,16.6975,17.0840,16.4775,17.3822,15.6171,17.0492,16.2961,15.8310,16.9209,17.2994,17.1816,16.8758,17.1741,17.1646,17.2856,17.2452,15.4407,17.1269,16.5246,17.4515,16.3863,17.5562,17.1494,16.1003,17.3881,17.1955,16.0681,17.4676,17.2606,16.5762,16.9991,16.3947,16.9220,17.9144,17.0692,16.3011,17.7846,16.8199,16.6556
c=B dc=- h=B dh=0 L=A dL=0 preo=M,0.0000,0.0000,0.0000,0.0000,0.0000,7.4226,0.0000,0.0000,0.0000,5.2827,6.8291,0.0000,0.0000,0.0000,0.0000,6.2052,8.0465,2.4079,0.0000,0.0000,0.0000,0.0000,0.0000,-0.4155,0.0000,0.0000,0.0000,7.7050,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.2426,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.2045,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.5279,0.0000,0.0000,0.0000,8.4091,0.0000,0.0000,0.0000,-0.0472,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
c=B dc=- h=B dh=0 L=A dL=0 preo=A,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.1485,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0799,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
c=B dc=- h=B dh=0 L=A dL=+ preo=B,18.2137,17.5549,16.6017,17.6792,16.9962,15.6657,17.6110,16.5485,16.4753,17.7882,17.2212,16.0234,17.5031,16.8135,16.1243,17.2404,16.3046,16.1526,17.4015,16.6780,16.9721,17.1194,16.9760,16.9088,17.5303,16.9931,16.8403,17.8300,17.1521,16.0532,17.4325,16.9760,16.3757,17.1913,16.5601,16.5620,17.3379,16.7665,16.8960,17.3772,17.2882,16.6707,17.2019,16.8988,16.5638,17.1022,17.4440,17.1710,17.3031,17.4528,17.0979,17.4609,17.3320,16.8350,17.3819,17.0298,16.9459,17.4492,17.0880,16.0793,17.2653,17.1051,16.7033,17.5964,16.9328,16.9452,17.1790,17.5007,17.0635,17.3995,17.3498,16.5507,17.5471,17.6231,16.8783,17.6942,17.5448,16.8817,17.2842,17.1106,16.8079
c=B dc=- h=B dh=0 L=A dL=+ preo=M,5.9311,5.3701,7.7070,0.0000,0.0000,0.0000,10.6189,7.3405,6.2691,4.6703,0.0000,5.9996,0.0000,0.0000,0.0000,7.6745,10.0282,9.1307,0.0000,0.0000,13.2339,0.0000,0.0000,0.0000,12.8512,10.8196,0.0000,6.7391,0.0000,0.0000,7.1656,10.3591,0.0000,5.9624,5.7982,0.0000,7.1691,7.2027,7.3367,0.0000,0.0000,-0.1434,11.1257,6.7113,6.3756,4.7746,8.0571,0.0000,12.0480,0.0000,0.0000,7.4022,6.6009,0.0000,6.0744,10.2688,9.8833,10.9270,0.0000,10.7506,5.6002,0.0000,6.7430,0.0000,0.0000,8.3316,7.8210,11.4976,0.0000,4.8758,0.0000,0.0000,0.0000,5.8238,11.3755,10.3805,4.4169,7.9001,15.9192,7.2091,13.7310
c=B dc=- h=B dh=0 L=A dL=+ preo=A,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.2323,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.8136,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.6148,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.8894,0.0000,0.0000,3.5439,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0684,2.4203,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.2218,0.0000,0.0000,0.0000
c=B dc=- h=B dh=+ L=B dL=- preo=B,8.7213,0.0000,15.7236,0.0000,7.6841,0.0000,7.3984,7.7199,10.6826,0.0000,3.5664,6.8348,8.1777,12.1124,0.0000,13.2269,0.0000,10.4093,7.7217,11.8456,12.9028,0.0000,6.8959,7.1593,13.9485,13.4047,0.0000,7.8376,7.9980,11.9097,10.1418,0.0000,0.0000,0.0000,7.2128,10.6800,12.3710,0.0000,5.7706,8.0278,6.2312,14.1001,9.2376,3.1743,7.8252,0.0000,9.2652,14.7551,8.7764,6.6359,0.0000,10.6620,4.0655,12.7145,15.3175,7.4784,8.3891,0.0000,8.8524,8.6036,12.2162,11.3438,11.9685,0.0000,8.7107,8.5144,7.3429,7.7157,8.3002,0.0000,3.7900,9.8910,14.1066,0.0000,7.6537,12.3311,7.8307,11.8636,0.0000,8.6548,6.8081
c=B dc=- h=B dh=+ L=B dL=- preo=M,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.1306,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.2476,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.3401,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.8550,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
c=B dc=- h=B dh=+ L=B dL=- preo=A,0.0000,0.0000,0.0000,8.3991,4.1293,0.0000,0.0000,0.0000,0.0000,3.5456,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.7063,0.0000,0.0000,5.9547,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.2251,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.5218,0.0000,0.0000,0.0000,3.4994,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0645,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
c=B dc=- h=B dh=+ L=B dL=0 preo=B,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.9365,0.0000,0.0000,0.0000,0.0000,6.2033,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,16.2347,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.5976,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.4804,0.0000,0.0000,0.0000
